series,genre,date_published,rate,award,english_lan
0,Nonfiction,2011.0,3.95,0,1
0,Young Adult,2011.0,3.73,1,1
0,Fiction,2013.0,3.61,5,1
0,Fiction,2006.0,3.97,2,1
1,Fantasy,2011.0,4.49,0,1
1,Science Fiction,2012.0,4.43,0,1
0,Biography,2011.0,3.77,0,1
0,Other,2007.0,3.76,0,1
1,Fantasy,2014.0,3.96,1,1
1,Other,2006.0,4.24,1,1
0,Other,2011.0,3.57,0,1
0,Womens Fiction,2003.0,3.78,0,1
0,Fiction,2014.0,3.06,1,1
0,Nonfiction,2012.0,4.16,0,1
0,History,2013.0,3.92,3,1
1,Historical,2011.0,4.12,0,1
0,Nonfiction,2014.0,3.87,1,1
0,Other,2011.0,4.16,0,0
0,Other,2008.0,4.5,1,1
0,Young Adult,2015.0,3.98,2,1
1,Other,2013.0,4.32,0,1
0,Other,2003.0,3.99,0,1
0,Other,2014.0,3.77,0,0
1,Young Adult,2014.0,3.89,0,1
0,Fiction,2015.0,3.82,4,0
0,Other,2001.0,4.12,0,1
0,Fantasy,2013.0,4.7,0,1
0,Other,2012.0,3.72,0,1
0,Historical,2005.0,4.04,0,1
1,Historical,2010.0,3.94,0,1
0,Historical,2003.0,3.79,0,1
0,Fiction,2012.0,3.63,3,1
0,Fantasy,2009.0,3.97,3,1
1,Fantasy,2005.0,4.07,0,1
1,Thriller,2006.0,4.04,0,1
0,Fiction,2003.0,3.75,0,0
0,Media Tie In,2013.0,4.25,0,1
1,Mystery,2013.0,4.04,0,0
0,Fiction,2011.0,3.75,3,1
0,Young Adult,2013.0,3.83,5,1
0,Young Adult,2006.0,3.97,5,1
1,Mystery,2012.0,3.82,1,1
0,Fiction,2009.0,3.95,0,0
0,Other,2003.0,3.4,0,1
1,Mystery,2004.0,3.87,0,1
0,Other,2015.0,4.07,0,1
0,Other,2008.0,3.97,0,1
0,History,2016.0,3.81,0,1
0,Fiction,2015.0,3.88,1,0
0,Fiction,2012.0,4.14,2,1
0,Fiction,2018.0,3.67,2,1
0,Other,2010.0,4.37,0,1
1,Fantasy,2011.0,4.48,1,1
0,Fiction,2018.0,3.99,5,1
1,Science Fiction,2012.0,3.94,0,1
1,Fantasy,2008.0,3.85,1,1
0,Historical,2018.0,3.88,0,0
0,Other,2013.0,4.12,3,1
0,Science Fiction,2014.0,3.85,1,1
1,Fantasy,2014.0,4.39,3,1
1,Sequential Art,2012.0,4.71,0,0
0,Religion,2003.0,4.23,0,0
0,Nonfiction,2020.0,3.96,0,1
0,Fiction,2010.0,4.02,0,1
0,Other,2013.0,4.51,0,1
0,Historical,2014.0,4.38,0,1
0,Other,2001.0,4.11,0,1
0,Nonfiction,2016.0,3.85,1,1
1,Sequential Art,2014.0,4.48,3,1
0,Young Adult,2017.0,3.92,4,1
0,Fiction,2018.0,3.93,0,1
1,Fiction,2016.0,3.79,0,1
0,Other,2016.0,4.06,0,0
1,Fantasy,2017.0,4.64,5,1
1,Fantasy,2007.0,4.05,0,1
0,Poetry,2016.0,4.14,2,1
1,Mystery,2012.0,3.92,0,1
0,History,2009.0,3.92,0,1
0,Fiction,2020.0,3.88,2,1
1,Mystery,2002.0,3.84,0,1
1,Other,2014.0,4.27,0,1
1,Sequential Art,2013.0,4.73,0,0
0,Nonfiction,2016.0,4.06,1,1
0,Other,2007.0,3.77,0,1
0,Other,2018.0,4.13,0,1
0,Other,2004.0,4.29,1,1
1,Fantasy,2011.0,4.19,3,1
0,Childrens,2016.0,4.31,0,1
1,Religion,2009.0,4.23,0,1
0,Nonfiction,2012.0,4.15,5,1
0,Nonfiction,2003.0,3.91,0,1
1,Science Fiction,2009.0,3.21,0,1
0,Historical,2018.0,4.23,0,0
1,Fiction,2011.0,4.15,0,0
1,Young Adult,2017.0,4.14,5,1
0,Other,2010.0,4.25,0,0
1,Fantasy,2015.0,4.43,0,1
0,Fiction,2021.0,3.76,0,0
1,Thriller,2019.0,4.21,0,0
1,Sequential Art,2004.0,4.52,0,1
1,Fantasy,2014.0,4.35,0,1
0,Nonfiction,2015.0,3.98,0,1
1,Fantasy,2017.0,3.97,3,1
0,Fiction,2012.0,4.13,0,1
1,Other,2011.0,4.06,1,0
0,Other,2005.0,3.8,0,1
0,Other,2014.0,3.93,0,1
0,Fiction,2020.0,4.2,5,1
0,Historical,2019.0,4.63,0,1
1,Fantasy,2004.0,4.04,2,1
0,Nonfiction,2010.0,4.12,0,1
1,Fantasy,2013.0,3.95,0,1
0,Other,2010.0,3.75,0,0
0,Nonfiction,2017.0,4.38,5,0
1,Religion,2015.0,4.25,1,1
0,Other,2004.0,3.91,1,1
0,History,2004.0,4.14,0,1
0,Biography,2009.0,3.85,0,1
0,Nonfiction,2007.0,4.04,0,1
1,Fantasy,2018.0,4.31,0,0
1,Fantasy,2003.0,4.23,0,1
0,Fiction,2016.0,4.11,0,1
1,Other,2006.0,3.65,0,1
1,Mystery,2005.0,3.88,0,1
0,Other,2006.0,4.0,0,1
0,Womens Fiction,2010.0,3.83,0,1
1,Sequential Art,2004.0,4.44,1,1
0,Other,2004.0,3.82,1,1
1,Mystery,2011.0,4.16,0,1
1,Fantasy,2011.0,3.75,0,1
0,Science Fiction,2003.0,3.8,0,1
1,Horror,2004.0,3.82,0,1
0,Other,2009.0,3.69,0,1
0,Historical,2010.0,3.9,0,1
0,Poetry,2006.0,4.11,0,1
1,Fantasy,2002.0,4.28,0,1
0,Other,2008.0,3.75,0,1
1,Fantasy,2003.0,4.09,0,1
1,Other,2009.0,4.09,0,0
0,Sequential Art,2006.0,3.79,0,1
1,Mystery,2009.0,4.15,0,1
0,Other,2006.0,3.87,1,1
1,Romance,2011.0,3.66,0,1
0,Sequential Art,2010.0,3.78,0,1
0,Fiction,2014.0,3.66,0,0
1,Other,2009.0,3.89,0,1
1,Fantasy,2003.0,4.23,0,1
0,Other,2007.0,3.63,0,1
0,Other,2002.0,3.93,0,0
1,Fantasy,2006.0,4.12,0,1
0,Historical,2002.0,3.59,0,1
1,Other,1999.0,4.45,0,1
1,Fantasy,2008.0,4.06,0,1
1,Young Adult,2011.0,4.24,0,1
0,Fiction,2011.0,3.27,2,1
0,Fiction,2005.0,3.7,0,1
0,Historical,2007.0,3.95,0,1
0,Other,2009.0,4.05,0,1
0,Historical,2008.0,3.61,0,1
1,Historical,2009.0,3.91,0,1
0,Science Fiction,2005.0,3.64,3,1
1,Other,2012.0,3.67,0,1
1,Fantasy,2002.0,4.09,1,1
0,Young Adult,2011.0,3.49,4,1
1,Fantasy,2013.0,4.07,0,1
0,Fiction,2008.0,3.84,1,0
0,Other,2010.0,4.56,0,0
0,Sequential Art,2012.0,3.99,0,1
0,Other,2010.0,4.04,0,0
1,Science Fiction,2001.0,4.3,0,1
0,Nonfiction,2006.0,3.41,0,1
1,Historical,2006.0,4.37,0,1
0,Nonfiction,2008.0,4.26,5,1
1,Mystery,2014.0,4.03,0,1
0,Nonfiction,2014.0,3.82,1,1
0,Womens Fiction,2001.0,3.76,0,1
0,History,2004.0,4.12,0,1
0,Nonfiction,2010.0,3.76,0,1
0,Fantasy,2013.0,4.17,4,1
0,Other,2014.0,4.5,0,0
1,Other,2013.0,4.1,0,1
0,Fiction,2001.0,3.39,1,1
1,Horror,2012.0,3.92,0,1
0,Other,2004.0,3.79,0,1
0,Nonfiction,2006.0,3.7,0,1
0,Other,2008.0,4.07,0,1
1,Mystery,2009.0,3.88,0,1
0,Nonfiction,2008.0,3.86,0,1
0,Other,2015.0,4.15,0,1
1,Fantasy,2014.0,3.91,1,0
0,Nonfiction,2010.0,3.85,2,0
1,Historical,2009.0,3.79,0,1
0,Nonfiction,2007.0,4.38,2,1
1,Mystery,2007.0,4.01,0,1
1,Science Fiction,2013.0,4.13,1,1
0,Fiction,2013.0,3.93,4,1
1,Fantasy,2008.0,4.36,1,1
0,Other,2012.0,4.18,0,1
0,Fiction,2009.0,3.73,3,0
0,Fantasy,2015.0,3.9,3,1
1,Mystery,2012.0,3.86,0,1
0,Young Adult,2013.0,3.91,3,1
1,Young Adult,2006.0,3.91,0,1
0,Nonfiction,2013.0,4.39,2,0
1,Media Tie In,2002.0,4.28,0,1
0,Other,2008.0,5.0,0,1
1,Fiction,2008.0,3.96,3,1
1,Mystery,2010.0,4.18,0,1
0,Other,2006.0,3.66,1,0
0,Young Adult,2010.0,3.82,1,1
0,Fiction,2014.0,3.81,0,0
0,Other,2012.0,5.0,0,1
1,Fantasy,2015.0,4.2,3,1
0,Nonfiction,2002.0,3.97,1,1
0,Romance,2002.0,3.88,0,1
0,Other,2011.0,3.63,2,1
1,Fantasy,2011.0,4.24,1,1
1,Womens Fiction,2007.0,3.93,0,1
1,Fantasy,2010.0,4.12,1,1
0,Other,2008.0,3.6,1,0
1,Other,2009.0,3.73,0,1
1,Romance,2014.0,4.04,0,1
1,Fantasy,2013.0,3.74,0,1
0,Fiction,2010.0,3.83,0,1
0,Nonfiction,2011.0,4.25,1,1
1,Romance,2013.0,4.2,0,0
0,Nonfiction,2013.0,3.94,0,1
0,Other,2003.0,4.03,0,0
1,Fantasy,2008.0,3.72,0,1
0,Fiction,2011.0,3.1,0,1
1,Science Fiction,2005.0,4.22,0,1
0,Nonfiction,2003.0,4.42,0,1
1,Romance,2013.0,4.05,4,1
0,Fiction,2017.0,3.78,5,1
0,Short Stories,2005.0,3.8,2,1
1,Other,2012.0,5.0,0,1
0,History,2015.0,4.02,2,1
0,Science,2002.0,4.36,0,1
1,Historical,2017.0,4.19,1,1
0,Other,2008.0,4.14,0,1
1,Fantasy,2015.0,4.52,1,1
1,Young Adult,2006.0,3.82,0,1
0,Historical,2014.0,4.23,1,1
0,Fantasy,2017.0,4.01,5,1
0,Fiction,2017.0,4.05,5,1
0,Other,2005.0,3.96,0,1
1,Mystery,1997.0,3.8,0,1
0,Nonfiction,2016.0,3.93,1,1
1,Mystery,2019.0,4.22,1,1
1,Other,2014.0,4.32,0,1
0,Thriller,2018.0,3.85,1,1
0,Nonfiction,2016.0,3.93,1,1
1,Fantasy,2016.0,4.39,3,1
0,Childrens,2016.0,4.32,2,1
0,Fiction,2020.0,3.69,0,1
1,Mystery,2010.0,3.94,0,0
1,Religion,2013.0,4.27,0,1
1,Fantasy,2016.0,4.2,0,1
1,Fantasy,2018.0,4.08,5,1
0,Fiction,2001.0,3.81,1,1
1,Fantasy,2008.0,4.06,1,1
0,Fantasy,2017.0,4.08,2,1
1,Sequential Art,2019.0,4.53,0,1
0,Short Stories,2018.0,4.12,0,0
0,Other,2020.0,4.19,0,0
0,Historical,2008.0,4.25,1,0
1,Science Fiction,2019.0,4.14,5,1
0,Fiction,2016.0,3.88,5,1
1,Fantasy,2018.0,4.41,0,1
0,Other,2005.0,4.12,1,1
0,History,2006.0,4.09,1,1
0,Science Fiction,2007.0,3.87,2,1
0,Fiction,2006.0,3.84,0,1
0,Science Fiction,2012.0,3.69,1,1
0,Other,2010.0,3.65,0,1
0,Science Fiction,2007.0,3.83,1,1
0,Nonfiction,2007.0,3.91,0,1
1,Historical,2004.0,3.82,0,0
0,Historical,2007.0,3.66,2,1
1,Fantasy,2005.0,4.33,0,1
1,Other,2008.0,4.32,0,1
0,Nonfiction,2005.0,3.77,0,1
1,Sequential Art,2002.0,4.14,1,1
0,Other,2014.0,3.8,0,1
0,Historical,2013.0,3.87,0,1
0,Fiction,2006.0,3.79,0,1
0,Historical,2003.0,3.72,1,1
1,Sequential Art,2006.0,4.1,0,1
1,Fantasy,2003.0,4.17,0,1
0,Mystery,2010.0,3.81,0,0
1,Fantasy,2005.0,3.67,0,1
0,Young Adult,2006.0,3.99,1,1
0,Fiction,2004.0,3.66,1,1
0,Fiction,2008.0,3.84,1,1
1,Romance,2011.0,3.58,0,1
1,Mystery,2005.0,4.1,0,1
0,Fiction,2011.0,3.38,1,1
0,Other,2003.0,3.94,0,1
0,Historical,2004.0,3.98,0,1
0,Other,2011.0,3.42,0,0
1,Fantasy,2010.0,3.85,0,1
1,Romance,2012.0,4.04,0,1
0,Horror,2012.0,3.53,0,1
0,Historical,2006.0,3.75,0,1
1,Historical,2009.0,3.84,0,1
1,Fantasy,2013.0,3.81,0,1
1,Young Adult,2004.0,3.89,3,1
1,Mystery,2007.0,3.78,0,1
0,Other,2010.0,3.85,1,1
0,Nonfiction,2002.0,3.8,0,1
0,Young Adult,2007.0,3.49,0,0
1,Fantasy,2012.0,4.09,0,0
0,Romance,2002.0,3.98,0,1
1,Fantasy,2012.0,3.83,0,1
0,Childrens,2007.0,3.93,1,1
1,Fantasy,2007.0,3.87,0,1
0,Other,2013.0,5.0,0,1
1,Fantasy,2004.0,4.53,1,1
1,Young Adult,2011.0,3.12,1,1
0,Fiction,2013.0,3.97,0,1
0,Nonfiction,2013.0,4.13,4,1
1,Fantasy,2012.0,3.69,0,1
0,Other,2009.0,3.44,0,0
0,Fiction,2003.0,3.67,0,1
0,Nonfiction,2005.0,3.62,0,1
0,Other,2013.0,4.23,0,1
0,Fiction,2004.0,3.71,0,1
1,Fiction,2006.0,4.36,2,1
1,Science Fiction,2011.0,4.03,2,1
0,History,2006.0,3.95,0,1
1,Other,2013.0,4.33,0,1
0,Poetry,2008.0,4.3,0,1
1,Fiction,2013.0,4.03,0,1
0,Fiction,2013.0,3.86,0,1
1,Mystery,2011.0,3.81,0,1
1,Fantasy,2008.0,3.65,0,1
0,Science,2010.0,4.0,0,1
0,Fiction,2012.0,4.13,1,1
1,Science Fiction,2011.0,3.81,0,1
0,Sequential Art,2007.0,3.91,1,1
0,Short Stories,2004.0,3.86,5,1
1,Historical,2006.0,3.52,5,1
0,Historical,2014.0,3.2,2,1
1,Fantasy,2014.0,3.8,0,1
0,Science,2004.0,4.09,0,1
0,Biography,2013.0,4.05,0,1
1,Historical,2005.0,4.26,0,1
0,Science Fiction,2009.0,3.72,0,1
1,Romance,2011.0,3.37,0,1
0,Other,2015.0,3.68,0,1
1,Horror,2010.0,3.82,0,1
1,Mystery,2014.0,4.15,0,1
0,Other,2011.0,4.08,0,1
1,Historical,2009.0,3.94,0,1
0,Biography,2007.0,4.38,0,1
0,Womens Fiction,2008.0,3.79,0,1
1,Mystery,2004.0,3.78,3,1
0,Fantasy,2014.0,3.98,0,1
0,Fiction,2011.0,3.73,3,0
0,Short Stories,2016.0,3.78,2,1
1,Science Fiction,2012.0,3.47,1,0
1,History,2006.0,4.29,2,1
1,Thriller,2013.0,4.11,1,1
0,Science Fiction,2013.0,3.81,0,1
0,Historical,2008.0,3.77,0,1
0,Short Stories,2014.0,3.96,5,1
0,Nonfiction,2012.0,3.98,0,1
0,Historical,2013.0,3.94,0,1
1,Science Fiction,2015.0,4.4,1,1
0,Fantasy,2017.0,4.55,4,1
1,Fantasy,2007.0,3.95,0,0
0,Nonfiction,2011.0,3.3,0,1
0,Childrens,2015.0,4.16,3,1
0,Fiction,2017.0,3.73,1,1
0,Fiction,2017.0,3.96,0,1
1,Mystery,2011.0,3.89,0,1
0,Science,2003.0,3.95,0,1
1,Fantasy,2013.0,4.15,5,0
0,Other,2001.0,4.0,0,1
0,Fiction,2017.0,3.92,1,1
1,History,2005.0,4.32,0,1
0,Nonfiction,2016.0,4.4,0,1
1,Poetry,2016.0,3.84,1,1
0,Nonfiction,2018.0,4.17,1,1
0,Other,2017.0,4.29,0,1
0,Nonfiction,2013.0,3.79,0,1
1,Fantasy,2015.0,4.26,2,1
1,Childrens,2014.0,4.36,1,1
0,Other,2016.0,3.98,0,0
0,Nonfiction,2015.0,4.09,0,1
0,Fiction,2019.0,3.42,2,1
1,Mystery,2015.0,4.08,1,1
1,Fantasy,2017.0,4.6,0,1
0,Other,2005.0,4.33,0,1
1,Other,2014.0,4.16,0,1
1,Fantasy,2016.0,4.37,2,1
0,Nonfiction,2007.0,4.24,0,1
1,Fantasy,2014.0,4.4,0,1
0,History,2009.0,4.06,1,1
0,Other,2019.0,3.99,0,0
0,Other,2009.0,3.35,0,1
0,Biography,2009.0,4.0,0,1
0,Poetry,2008.0,3.98,4,1
0,Science Fiction,2009.0,3.86,2,1
1,Sequential Art,2009.0,4.09,1,1
0,Fantasy,2009.0,3.74,0,1
0,Fiction,2001.0,3.74,0,1
0,Nonfiction,2012.0,4.23,5,1
0,Other,2008.0,3.72,0,1
0,Other,2006.0,3.94,0,1
0,Fiction,2002.0,4.14,1,1
0,Historical,2010.0,3.78,0,1
0,Fiction,2002.0,3.59,3,1
1,Fantasy,2009.0,3.61,0,1
0,Fiction,2007.0,3.82,0,1
1,Fantasy,2010.0,3.59,0,1
1,Fantasy,2010.0,4.46,0,1
0,Other,2005.0,3.92,0,1
0,Fiction,1998.0,4.03,0,1
0,Fantasy,2004.0,3.88,1,1
0,Fiction,2002.0,2.87,0,1
0,Religion,2007.0,3.93,0,1
1,Young Adult,2011.0,3.94,4,1
0,Other,2003.0,3.47,0,0
1,Science Fiction,2010.0,3.94,0,1
0,Fiction,2005.0,3.27,0,1
1,Young Adult,2013.0,4.52,0,1
1,Fantasy,2012.0,3.91,0,1
1,Fantasy,2009.0,3.74,0,1
0,Fiction,2011.0,3.38,0,1
1,Fantasy,2012.0,3.85,0,1
1,Fantasy,2012.0,3.8,0,1
1,Fantasy,2012.0,3.83,0,1
0,Nonfiction,2013.0,4.02,4,1
1,Fiction,2008.0,3.85,1,1
1,Other,2007.0,3.78,0,0
0,History,2003.0,3.85,0,1
1,Other,2009.0,4.65,0,1
0,Other,2010.0,3.89,0,1
0,Other,2013.0,5.0,0,1
1,Young Adult,2012.0,3.37,0,1
0,Historical,2006.0,3.65,0,1
1,Fantasy,2015.0,4.16,0,1
1,Fantasy,2003.0,4.58,0,1
0,Nonfiction,2011.0,3.7,0,1
1,Mystery,2010.0,4.21,1,1
0,History,2005.0,3.82,0,1
0,Fiction,2012.0,3.39,0,1
1,Other,2013.0,4.03,0,1
1,Other,2011.0,3.94,0,1
1,Young Adult,2012.0,4.02,4,1
0,Young Adult,2007.0,3.8,0,1
1,Romance,2004.0,4.04,0,1
0,Other,2013.0,4.67,0,1
0,Other,2013.0,3.33,0,0
1,Fantasy,2013.0,3.68,5,1
0,Nonfiction,2003.0,3.91,0,1
1,Fantasy,2011.0,4.15,0,1
0,Other,2013.0,4.16,0,0
1,Science Fiction,2014.0,4.09,1,1
0,Science Fiction,2012.0,3.58,2,1
0,Sequential Art,2012.0,3.69,3,1
1,Young Adult,2013.0,4.04,5,1
1,Mystery,2006.0,3.57,0,1
1,Fantasy,2008.0,3.65,0,1
0,Womens Fiction,2006.0,4.04,0,1
1,Young Adult,2013.0,4.23,1,1
0,Fiction,2010.0,3.48,0,1
0,Fantasy,2010.0,3.71,0,1
1,Mystery,2007.0,3.91,0,0
0,Young Adult,2008.0,3.64,1,1
0,Other,2011.0,3.72,2,1
1,Mystery,2010.0,4.06,0,1
0,Womens Fiction,2010.0,3.89,0,0
0,Fiction,2005.0,3.68,0,1
0,Other,2014.0,3.7,0,1
1,Science Fiction,2016.0,4.47,3,1
1,Young Adult,2014.0,3.98,0,1
1,Science Fiction,2014.0,4.19,2,1
0,History,2006.0,3.95,0,1
0,Fantasy,2002.0,4.04,0,1
0,Fiction,2011.0,3.92,3,1
0,Historical,2009.0,3.68,0,1
0,Historical,2014.0,3.51,0,1
1,Sequential Art,2011.0,4.32,3,1
1,Fantasy,2005.0,4.02,0,1
0,Fiction,2007.0,3.77,1,1
0,Fiction,2016.0,3.85,2,1
0,Fiction,2011.0,3.52,5,0
1,Nonfiction,2014.0,4.58,0,0
0,Science,2010.0,4.02,1,1
1,Science Fiction,2013.0,3.98,0,0
0,Fiction,2014.0,4.33,1,1
1,Fantasy,2013.0,4.34,0,1
0,Other,2010.0,4.38,0,1
0,Fiction,2013.0,3.7,0,1
1,Mystery,2016.0,4.22,3,1
0,Other,2005.0,4.3,0,1
1,Sequential Art,2008.0,4.4,1,1
0,Nonfiction,2013.0,3.78,2,1
1,Fantasy,2005.0,3.73,1,1
0,Romance,2010.0,3.71,0,1
0,Nonfiction,2007.0,3.14,0,1
1,Other,2010.0,3.9,1,1
1,Mystery,2013.0,3.96,0,1
0,Fantasy,2015.0,4.09,2,1
1,Fantasy,2018.0,4.29,0,1
1,Historical,2014.0,4.29,1,1
0,Other,2018.0,4.46,0,1
1,Fiction,2019.0,4.16,3,1
0,Other,2011.0,3.53,0,1
1,Fantasy,2017.0,4.1,0,1
0,Other,2005.0,4.0,0,1
1,Fantasy,2013.0,4.07,0,1
0,Nonfiction,2015.0,4.02,3,0
0,Fiction,2016.0,3.66,0,1
1,Other,2014.0,4.2,0,1
0,Childrens,2012.0,4.43,5,1
1,Fantasy,2015.0,4.28,0,1
0,History,2015.0,4.29,0,1
0,Nonfiction,2016.0,3.21,2,1
0,Fiction,2007.0,3.1,5,1
1,Mystery,2018.0,4.2,1,1
0,Biography,2007.0,4.18,0,1
0,Other,2009.0,4.19,0,1
1,Fantasy,2009.0,3.91,1,1
0,Fiction,2009.0,3.97,0,1
0,Other,2008.0,4.05,5,1
0,Other,2007.0,3.75,0,0
0,Fiction,2020.0,3.97,1,1
1,Poetry,2008.0,4.02,5,1
0,Biography,2001.0,4.02,0,1
1,Romance,2010.0,3.63,0,1
1,Fiction,2003.0,3.42,0,1
1,Science Fiction,2017.0,3.73,1,1
1,Other,2011.0,3.91,0,1
0,Other,2006.0,3.25,0,1
1,Fantasy,2010.0,3.94,0,1
0,Fiction,2005.0,4.01,0,1
1,Womens Fiction,2007.0,3.8,0,0
1,Fantasy,2002.0,4.24,0,0
0,Other,2003.0,4.56,0,0
0,Nonfiction,2011.0,3.73,1,1
0,Other,2008.0,3.75,0,1
1,Fantasy,2001.0,4.14,0,0
1,Other,2011.0,4.08,0,1
0,Historical,2004.0,4.07,0,1
1,Fantasy,2013.0,4.29,1,1
1,Nonfiction,2008.0,4.0,0,1
0,Fiction,2012.0,3.74,5,1
0,Historical,2012.0,3.82,0,1
0,Other,2008.0,3.73,0,1
0,Other,2013.0,4.01,1,1
0,History,2009.0,4.0,0,1
0,Fiction,2010.0,3.27,4,0
1,Fantasy,2011.0,3.76,0,1
0,Nonfiction,2005.0,4.24,3,1
0,Fiction,2012.0,3.17,0,0
1,Romance,2011.0,3.69,0,1
0,Romance,2009.0,3.98,0,1
1,Other,2013.0,4.13,0,1
1,Other,2011.0,4.49,0,1
0,Young Adult,2011.0,3.4,0,1
0,Other,2012.0,5.0,0,1
0,Womens Fiction,2007.0,3.96,0,1
1,Fiction,2007.0,4.17,2,1
0,Other,2005.0,4.12,0,1
1,Romance,2014.0,4.05,0,1
1,Mystery,2013.0,3.84,0,1
1,Romance,2013.0,4.04,0,0
1,Fantasy,2008.0,3.84,0,1
1,Fantasy,2013.0,4.67,0,1
0,Other,2012.0,4.0,0,1
0,Other,2009.0,4.11,0,1
1,Historical,2014.0,4.14,1,1
0,Young Adult,2013.0,2.89,0,1
0,Other,2011.0,4.32,0,1
1,Historical,2012.0,4.11,0,1
0,Nonfiction,2012.0,3.76,0,1
1,Fantasy,2004.0,3.89,1,1
0,Fiction,2009.0,3.43,4,1
0,Other,2013.0,3.92,0,1
1,Other,2013.0,4.37,0,1
1,Fantasy,2007.0,3.93,0,1
0,History,2002.0,3.76,0,1
0,History,2003.0,4.0,0,0
0,Fiction,2013.0,3.71,2,1
1,Fiction,2002.0,3.61,0,0
1,Horror,2009.0,3.97,0,1
0,Other,2004.0,3.84,1,1
0,Womens Fiction,2009.0,3.85,0,1
0,Fiction,2007.0,3.26,0,1
1,Fiction,2005.0,3.14,0,1
1,Fantasy,2009.0,3.9,1,1
1,Fiction,2007.0,3.5,0,1
1,Young Adult,2015.0,4.26,0,1
0,Fiction,2015.0,4.1,2,1
1,Sequential Art,2014.0,4.67,0,1
0,Other,2010.0,4.33,3,0
1,Young Adult,2014.0,3.94,0,0
0,Fiction,2016.0,4.02,1,1
1,Science Fiction,2014.0,4.04,0,0
0,Other,2010.0,3.98,1,1
1,Media Tie In,2015.0,4.24,0,1
1,Romance,2013.0,4.04,0,1
1,Mystery,2011.0,3.78,2,1
0,Fiction,2015.0,3.5,5,1
1,Fantasy,2014.0,4.81,0,1
0,Science,2011.0,3.78,0,1
0,Fiction,2012.0,4.44,2,1
0,Poetry,2013.0,3.82,0,1
0,Biography,2007.0,3.99,0,1
0,Other,2006.0,4.43,0,1
0,Fantasy,2013.0,3.62,1,1
1,Fantasy,2011.0,4.02,0,1
0,Nonfiction,2015.0,4.39,1,1
0,Short Stories,2014.0,3.67,1,1
0,Short Stories,2014.0,3.71,0,1
0,Historical,2015.0,4.18,0,1
1,Fantasy,2019.0,4.4,0,0
1,Science Fiction,2016.0,4.06,3,1
0,Historical,2019.0,4.27,1,1
1,Fantasy,2014.0,3.88,3,1
0,History,2007.0,3.72,0,1
0,Poetry,2005.0,4.41,0,0
0,Other,2019.0,4.16,0,0
1,Fantasy,2017.0,4.14,0,1
0,Fiction,2013.0,4.0,2,0
1,Fantasy,2018.0,4.09,2,1
1,Childrens,2020.0,4.26,1,1
1,Biography,2012.0,4.25,5,1
0,Other,2015.0,4.44,0,1
0,History,2005.0,3.75,0,1
0,Sequential Art,2007.0,4.07,0,1
0,Fiction,2011.0,3.77,0,1
0,Romance,2004.0,3.76,0,1
1,Other,2016.0,4.36,0,1
0,Biography,2008.0,4.25,0,0
0,Historical,2010.0,3.76,5,1
0,Fiction,2007.0,3.58,0,1
0,History,2009.0,3.94,0,1
1,Romance,2008.0,3.92,1,1
1,Other,2010.0,4.13,1,1
0,History,2010.0,3.76,0,1
0,Other,2005.0,3.53,1,1
0,Fiction,2004.0,3.18,0,1
0,Religion,2006.0,4.61,0,1
1,Fantasy,2009.0,4.42,0,1
0,Other,2007.0,3.28,0,1
0,Nonfiction,2010.0,4.34,0,1
0,Other,2009.0,3.89,0,1
1,Fantasy,2007.0,3.51,0,1
0,History,2005.0,3.98,0,1
1,Mystery,2010.0,3.99,5,1
0,Fiction,2014.0,4.24,0,1
1,Nonfiction,2012.0,4.06,0,1
0,Other,2005.0,4.44,0,1
1,Fantasy,2010.0,4.06,0,1
1,Fantasy,2015.0,3.73,0,1
1,Fantasy,2010.0,3.85,0,1
1,Media Tie In,2013.0,4.2,0,1
0,Fiction,2004.0,3.93,0,1
0,Fantasy,2007.0,3.86,2,1
0,Other,2008.0,3.8,0,1
0,Fantasy,2012.0,4.28,0,1
0,Science Fiction,2015.0,3.19,0,0
0,Science Fiction,2014.0,4.06,0,1
1,Historical,2012.0,3.69,0,1
1,Romance,2010.0,3.83,1,1
0,History,2006.0,4.1,0,1
0,Other,2010.0,3.95,0,1
0,Young Adult,2015.0,4.06,1,0
0,Historical,2014.0,3.94,0,0
0,Fiction,2012.0,3.42,2,1
1,Fantasy,2010.0,4.02,0,1
0,Other,2010.0,4.15,0,1
1,Fantasy,2012.0,4.31,0,1
0,Other,2012.0,2.5,0,1
1,Fantasy,2004.0,4.0,0,0
0,Nonfiction,2009.0,4.11,0,1
1,Fantasy,2012.0,4.19,2,1
0,Sequential Art,2012.0,4.31,10,1
1,Science Fiction,2014.0,3.94,4,1
1,Biography,2003.0,3.83,0,1
0,Fiction,2016.0,3.52,2,0
0,Nonfiction,2016.0,3.85,0,0
1,Other,2014.0,4.26,0,1
1,Young Adult,2010.0,4.05,1,1
0,Nonfiction,2013.0,4.2,1,1
0,Science Fiction,2018.0,3.84,0,1
0,Fiction,2019.0,3.96,1,1
0,Religion,2015.0,4.34,0,0
1,Poetry,2018.0,4.5,0,1
0,Nonfiction,2020.0,4.55,5,1
1,Other,2000.0,3.88,0,1
0,History,2008.0,4.15,0,1
0,Childrens,2017.0,4.26,0,1
0,Poetry,2014.0,3.67,0,1
0,Other,2010.0,4.25,0,0
0,Other,2014.0,4.44,0,1
1,Fantasy,2010.0,3.83,1,1
